mem_no,ord_no,ord_dt
664,14534,10/01/2024
664,14535,07/01/2024
508,14536,27/01/2024
980,14537,15/03/2024
980,14538,15/03/2024
980,14539,23/02/2024
980,14540,21/02/2024
980,14541,21/02/2024
980,14542,28/02/2024
980,14543,24/01/2024
980,14544,25/02/2024
205,14545,25/01/2024
298,14546,24/01/2024
81,14547,09/01/2024
81,14548,12/01/2024
81,14549,24/01/2024
81,14550,14/01/2024
81,14551,08/01/2024
81,14552,20/01/2024
81,14553,18/01/2024
81,14554,16/01/2024
614,14555,12/01/2024
578,14556,09/01/2024
244,14557,29/01/2024
244,14558,21/03/2024
244,14559,21/03/2024
244,14560,21/03/2024
244,14561,16/01/2024
861,14562,27/01/2024
861,14563,15/01/2024
861,14564,21/01/2024
90,14565,17/01/2024
90,14566,20/02/2024
90,14567,24/02/2024
90,14568,29/01/2024
90,14569,24/01/2024
103,14570,14/01/2024
103,14571,14/01/2024
344,14572,06/02/2024
344,14573,22/01/2024
736,14574,12/01/2024
736,14575,17/02/2024
736,14576,14/02/2024
825,14577,29/01/2024
825,14578,11/02/2024
195,14579,29/03/2024
195,14580,25/03/2024
195,14581,25/02/2024
195,14582,21/03/2024
195,14583,13/01/2024
195,14584,23/01/2024
195,14585,12/03/2024
355,14586,03/03/2024
355,14587,25/03/2024
355,14588,25/03/2024
355,14589,25/03/2024
355,14590,15/03/2024
355,14591,28/01/2024
340,14592,06/01/2024
286,14593,08/01/2024
783,14594,13/01/2024
764,14595,26/03/2024
764,14596,20/01/2024
764,14597,28/01/2024
256,14598,08/01/2024
529,14599,23/01/2024
378,14600,02/01/2024
876,14601,12/01/2024
876,14602,04/01/2024
335,14603,14/01/2024
335,14604,14/01/2024
957,14605,08/01/2024
957,14606,08/01/2024
143,14607,17/01/2024
143,14608,09/01/2024
143,14609,13/03/2024
143,14610,06/03/2024
143,14611,06/03/2024
143,14612,04/03/2024
143,14613,17/02/2024
143,14614,08/01/2024
143,14615,07/03/2024
58,14616,10/02/2024
58,14617,17/01/2024
58,14618,13/02/2024
58,14619,07/02/2024
58,14620,30/01/2024
58,14621,07/01/2024
58,14622,08/02/2024
58,14623,15/02/2024
58,14624,15/01/2024
58,14625,16/02/2024
226,14626,27/01/2024
184,14627,12/01/2024
587,14628,18/01/2024
587,14629,21/02/2024
587,14630,23/02/2024
587,14631,11/02/2024
587,14632,10/01/2024
587,14633,05/03/2024
587,14634,14/01/2024
587,14635,30/01/2024
618,14636,24/01/2024
327,14637,24/02/2024
327,14638,24/02/2024
327,14639,24/02/2024
327,14640,24/01/2024
327,14641,24/01/2024
59,14642,15/01/2024
404,14643,22/01/2024
884,14644,25/01/2024
884,14645,11/02/2024
780,14646,26/01/2024
400,14647,21/02/2024
400,14648,08/01/2024
261,14649,28/01/2024
705,14650,11/02/2024
705,14651,14/01/2024
325,14652,31/03/2024
325,14653,15/02/2024
325,14654,13/01/2024
978,14655,17/01/2024
978,14656,03/02/2024
978,14657,12/01/2024
382,14658,27/01/2024
421,14659,09/01/2024
898,14660,30/01/2024
462,14661,17/01/2024
462,14662,24/03/2024
462,14663,22/01/2024
462,14664,02/02/2024
462,14665,20/02/2024
462,14666,24/01/2024
462,14667,02/01/2024
462,14668,28/02/2024
191,14669,10/03/2024
191,14670,27/02/2024
191,14671,09/03/2024
191,14672,06/01/2024
191,14673,19/03/2024
191,14674,28/01/2024
191,14675,30/01/2024
191,14676,19/01/2024
116,14677,27/01/2024
116,14678,25/03/2024
116,14679,04/02/2024
116,14680,10/03/2024
116,14681,17/02/2024
116,14682,03/01/2024
116,14683,14/01/2024
116,14684,14/02/2024
116,14685,11/02/2024
852,14686,01/03/2024
852,14687,08/01/2024
651,14688,10/02/2024
651,14689,19/02/2024
651,14690,01/03/2024
651,14691,13/03/2024
651,14692,13/03/2024
651,14693,09/03/2024
651,14694,06/01/2024
651,14695,18/01/2024
724,14696,19/03/2024
724,14697,01/01/2024
724,14698,29/03/2024
671,14699,15/01/2024
373,14700,29/01/2024
966,14701,28/03/2024
966,14702,23/02/2024
966,14703,23/02/2024
966,14704,16/03/2024
966,14705,10/01/2024
966,14706,02/03/2024
966,14707,02/02/2024
448,14708,28/01/2024
1232,14709,18/03/2024
1232,14710,10/03/2024
1232,14711,11/02/2024
1232,14712,25/02/2024
1232,14713,20/01/2024
1232,14714,25/02/2024
1232,14715,10/03/2024
1232,14716,21/03/2024
1232,14717,24/01/2024
1232,14718,20/01/2024
1666,14719,20/02/2024
1666,14720,28/02/2024
1666,14721,19/03/2024
1666,14722,09/02/2024
1666,14723,25/03/2024
1666,14724,08/01/2024
1666,14725,27/01/2024
1666,14726,25/02/2024
1666,14727,21/02/2024
1666,14728,27/02/2024
1666,14729,25/03/2024
1785,14730,30/03/2024
1785,14731,06/01/2024
1785,14732,19/03/2024
1785,14733,03/03/2024
1785,14734,12/01/2024
1785,14735,12/02/2024
1785,14736,12/03/2024
1785,14737,09/03/2024
1785,14738,08/02/2024
1785,14739,03/03/2024
1785,14740,16/03/2024
1251,14741,16/03/2024
1251,14742,06/01/2024
1251,14743,26/01/2024
1251,14744,26/03/2024
1251,14745,29/03/2024
1251,14746,02/03/2024
1251,14747,20/03/2024
1289,14748,16/02/2024
1289,14749,22/02/2024
1289,14750,12/03/2024
1289,14751,26/03/2024
1289,14752,10/03/2024
1289,14753,03/02/2024
1289,14754,23/01/2024
1289,14755,04/02/2024
1289,14756,26/03/2024
1289,14757,01/03/2024
1289,14758,13/01/2024
1289,14759,21/02/2024
1289,14760,03/02/2024
1289,14761,20/03/2024
1289,14762,18/02/2024
1289,14763,04/03/2024
1289,14764,30/01/2024
1289,14765,17/02/2024
1289,14766,10/03/2024
1289,14767,08/02/2024
1289,14768,07/03/2024
1289,14769,04/03/2024
1289,14770,25/03/2024
1289,14771,24/01/2024
1289,14772,28/02/2024
1289,14773,10/02/2024
1289,14774,19/02/2024
1289,14775,11/02/2024
1289,14776,17/01/2024
1289,14777,31/03/2024
1289,14778,13/01/2024
1289,14779,19/02/2024
1289,14780,28/01/2024
1289,14781,30/01/2024
1289,14782,16/02/2024
1289,14783,06/01/2024
1117,14784,08/01/2024
1117,14785,08/01/2024
1117,14786,08/01/2024
1117,14787,08/01/2024
1117,14788,19/01/2024
1117,14789,05/03/2024
1914,14790,16/02/2024
1914,14791,30/01/2024
1914,14792,10/02/2024
1914,14793,24/03/2024
1914,14794,18/03/2024
1914,14795,25/03/2024
1914,14796,10/03/2024
1914,14797,23/02/2024
1983,14798,19/01/2024
1826,14799,17/03/2024
1826,14800,03/03/2024
1826,14801,19/02/2024
1826,14802,02/02/2024
1826,14803,04/01/2024
1826,14804,05/03/2024
1061,14805,13/02/2024
1061,14806,20/02/2024
1061,14807,08/03/2024
1061,14808,14/01/2024
1061,14809,09/01/2024
1061,14810,30/03/2024
1061,14811,08/01/2024
1061,14812,06/03/2024
1061,14813,11/02/2024
1061,14814,18/03/2024
1061,14815,01/01/2024
1061,14816,15/01/2024
1061,14817,18/03/2024
1061,14818,11/02/2024
1061,14819,24/03/2024
1061,14820,08/01/2024
1061,14821,26/03/2024
1061,14822,18/01/2024
1061,14823,19/03/2024
1061,14824,05/03/2024
1061,14825,18/02/2024
1061,14826,19/02/2024
1061,14827,18/01/2024
1061,14828,02/03/2024
1061,14829,09/03/2024
1061,14830,19/03/2024
1061,14831,04/02/2024
1061,14832,21/02/2024
1061,14833,05/02/2024
1061,14834,08/02/2024
1471,14835,15/03/2024
1471,14836,02/01/2024
1471,14837,27/01/2024
1471,14838,04/02/2024
1471,14839,11/01/2024
1471,14840,18/02/2024
1471,14841,30/03/2024
1471,14842,12/02/2024
1471,14843,04/01/2024
1471,14844,05/03/2024
1471,14845,10/02/2024
1471,14846,20/02/2024
1471,14847,01/01/2024
1471,14848,25/01/2024
1471,14849,30/01/2024
1471,14850,08/02/2024
1471,14851,20/03/2024
1471,14852,03/03/2024
1471,14853,31/03/2024
1471,14854,12/01/2024
1471,14855,21/02/2024
1471,14856,24/03/2024
1471,14857,25/02/2024
1471,14858,03/03/2024
1471,14859,10/01/2024
1471,14860,07/02/2024
1471,14861,23/01/2024
1471,14862,18/03/2024
1471,14863,10/02/2024
1471,14864,12/01/2024
1471,14865,24/02/2024
1471,14866,03/02/2024
1471,14867,06/02/2024
1471,14868,17/02/2024
1471,14869,25/01/2024
1495,14870,15/02/2024
1495,14871,02/02/2024
1495,14872,04/02/2024
1495,14873,27/03/2024
1495,14874,11/02/2024
1495,14875,06/02/2024
1495,14876,17/02/2024
1495,14877,13/02/2024
1495,14878,03/02/2024
1495,14879,17/01/2024
1495,14880,12/01/2024
1495,14881,17/02/2024
1495,14882,19/01/2024
1495,14883,13/01/2024
1512,14884,05/01/2024
1512,14885,08/01/2024
1512,14886,10/01/2024
1550,14887,28/01/2024
1550,14888,28/01/2024
1550,14889,28/01/2024
1105,14890,05/01/2024
1105,14891,20/01/2024
1105,14892,14/03/2024
1105,14893,27/01/2024
1105,14894,25/02/2024
1105,14895,01/01/2024
1105,14896,22/03/2024
1105,14897,05/02/2024
1105,14898,11/01/2024
1105,14899,14/02/2024
1105,14900,26/02/2024
1105,14901,05/03/2024
1105,14902,07/01/2024
1105,14903,20/02/2024
1105,14904,29/01/2024
1105,14905,18/03/2024
1105,14906,06/02/2024
1105,14907,29/03/2024
1105,14908,25/02/2024
1105,14909,27/03/2024
1105,14910,20/01/2024
1060,14911,30/01/2024
1060,14912,12/03/2024
1060,14913,24/01/2024
1060,14914,20/01/2024
1060,14915,14/03/2024
1547,14916,06/01/2024
1478,14917,08/01/2024
1478,14918,06/01/2024
1478,14919,08/01/2024
1478,14920,10/01/2024
1364,14921,09/01/2024
1364,14922,01/02/2024
1364,14923,18/01/2024
1364,14924,09/01/2024
1317,14925,27/01/2024
1317,14926,24/01/2024
1317,14927,31/01/2024
1317,14928,18/01/2024
1317,14929,18/01/2024
1317,14930,26/01/2024
1317,14931,24/01/2024
1241,14932,11/02/2024
1241,14933,24/02/2024
1241,14934,01/02/2024
1241,14935,11/01/2024
1241,14936,23/01/2024
1241,14937,12/02/2024
1241,14938,21/02/2024
1241,14939,24/03/2024
1241,14940,25/01/2024
1241,14941,18/03/2024
1241,14942,10/02/2024
1241,14943,07/01/2024
1241,14944,12/01/2024
1241,14945,23/01/2024
1241,14946,17/02/2024
1241,14947,16/02/2024
1241,14948,04/02/2024
1241,14949,15/01/2024
1241,14950,10/03/2024
1241,14951,10/02/2024
1241,14952,03/03/2024
1241,14953,05/03/2024
1241,14954,24/02/2024
1241,14955,20/03/2024
1241,14956,22/03/2024
1241,14957,12/02/2024
1241,14958,01/01/2024
1241,14959,04/02/2024
1241,14960,03/03/2024
1241,14961,19/03/2024
1241,14962,08/02/2024
1241,14963,03/02/2024
1241,14964,24/02/2024
1241,14965,27/01/2024
1241,14966,17/02/2024
1241,14967,30/03/2024
1241,14968,19/02/2024
1241,14969,11/01/2024
1241,14970,08/02/2024
1241,14971,10/03/2024
1241,14972,01/01/2024
1241,14973,31/03/2024
1241,14974,25/03/2024
1241,14975,04/01/2024
1241,14976,10/03/2024
1241,14977,21/01/2024
1241,14978,04/02/2024
1241,14979,08/02/2024
1241,14980,09/03/2024
1241,14981,10/03/2024
1241,14982,31/01/2024
1241,14983,13/03/2024
1241,14984,31/03/2024
1241,14985,23/01/2024
1241,14986,22/03/2024
1241,14987,06/02/2024
1241,14988,10/02/2024
1241,14989,29/03/2024
1241,14990,13/03/2024
1241,14991,13/02/2024
1241,14992,14/01/2024
1241,14993,28/02/2024
1241,14994,27/01/2024
1241,14995,17/02/2024
1241,14996,17/01/2024
1241,14997,13/03/2024
1241,14998,07/02/2024
1241,14999,18/01/2024
1241,15000,19/01/2024
1241,15001,23/01/2024
1241,15002,09/02/2024
1241,15003,11/01/2024
1241,15004,12/03/2024
1241,15005,03/03/2024
1241,15006,04/02/2024
1241,15007,26/03/2024
1241,15008,06/01/2024
1241,15009,03/02/2024
1241,15010,14/01/2024
1241,15011,02/03/2024
1241,15012,29/03/2024
1241,15013,02/02/2024
1241,15014,06/01/2024
1241,15015,09/02/2024
1241,15016,25/03/2024
1241,15017,18/02/2024
1241,15018,25/03/2024
1241,15019,21/03/2024
1241,15020,06/03/2024
1241,15021,20/01/2024
1241,15022,10/03/2024
1675,15023,11/03/2024
1675,15024,11/03/2024
1675,15025,28/01/2024
1675,15026,29/03/2024
1675,15027,16/01/2024
1675,15028,07/03/2024
1675,15029,22/01/2024
1675,15030,22/01/2024
1675,15031,28/01/2024
1675,15032,07/02/2024
1483,15033,03/03/2024
1483,15034,29/01/2024
1483,15035,04/02/2024
1483,15036,05/01/2024
1483,15037,11/03/2024
1483,15038,17/02/2024
1483,15039,03/02/2024
1483,15040,06/01/2024
1483,15041,20/01/2024
1483,15042,08/01/2024
1887,15043,23/01/2024
1887,15044,02/01/2024
1887,15045,02/02/2024
1887,15046,21/03/2024
1711,15047,04/03/2024
1711,15048,10/03/2024
1711,15049,08/02/2024
1711,15050,09/03/2024
1711,15051,17/01/2024
1711,15052,28/01/2024
1711,15053,20/01/2024
1711,15054,01/02/2024
1711,15055,01/03/2024
1711,15056,19/03/2024
1711,15057,10/03/2024
1151,15058,14/03/2024
1151,15059,12/01/2024
1151,15060,04/03/2024
1151,15061,15/01/2024
1151,15062,24/03/2024
1151,15063,12/02/2024
1151,15064,15/03/2024
1528,15065,19/01/2024
1528,15066,14/02/2024
1528,15067,10/02/2024
1528,15068,28/01/2024
1528,15069,02/02/2024
1528,15070,15/03/2024
1528,15071,08/02/2024
1528,15072,21/02/2024
1757,15073,30/01/2024
1757,15074,25/01/2024
1757,15075,19/01/2024
1757,15076,19/01/2024
1757,15077,05/01/2024
1757,15078,11/03/2024
1757,15079,05/02/2024
1757,15080,02/01/2024
1622,15081,08/03/2024
1622,15082,15/01/2024
1622,15083,22/02/2024
1622,15084,10/03/2024
1622,15085,26/02/2024
1622,15086,15/03/2024
1622,15087,17/03/2024
1622,15088,19/02/2024
1622,15089,25/01/2024
1622,15090,21/03/2024
1622,15091,21/02/2024
1622,15092,26/03/2024
1622,15093,16/01/2024
1276,15094,18/02/2024
1276,15095,13/03/2024
1276,15096,06/02/2024
1276,15097,17/02/2024
1276,15098,24/02/2024
1276,15099,08/02/2024
1276,15100,16/01/2024
1276,15101,06/02/2024
1276,15102,08/01/2024
1276,15103,03/03/2024
1276,15104,22/03/2024
1276,15105,05/01/2024
1276,15106,16/01/2024
1276,15107,12/01/2024
1276,15108,19/02/2024
1276,15109,27/02/2024
1240,15110,13/01/2024
1240,15111,13/03/2024
1240,15112,24/01/2024
1240,15113,23/02/2024
1687,15114,23/01/2024
1418,15115,31/03/2024
1418,15116,27/02/2024
1418,15117,08/01/2024
1418,15118,01/01/2024
1418,15119,04/02/2024
1418,15120,12/03/2024
1418,15121,17/03/2024
1418,15122,25/01/2024
1418,15123,16/02/2024
1418,15124,04/03/2024
1418,15125,21/01/2024
1418,15126,05/01/2024
1352,15127,01/01/2024
1329,15128,26/01/2024
1329,15129,22/01/2024
1329,15130,26/01/2024
1329,15131,14/01/2024
1329,15132,27/01/2024
1160,15133,13/01/2024
1642,15134,13/03/2024
1642,15135,28/02/2024
1642,15136,18/03/2024
1642,15137,14/03/2024
1642,15138,17/02/2024
1642,15139,10/02/2024
1642,15140,05/03/2024
1642,15141,08/02/2024
1642,15142,20/01/2024
1642,15143,25/03/2024
1642,15144,29/01/2024
1642,15145,20/02/2024
1642,15146,08/03/2024
1642,15147,10/03/2024
1642,15148,06/03/2024
1642,15149,26/02/2024
1642,15150,02/03/2024
1642,15151,29/03/2024
1642,15152,11/03/2024
1642,15153,06/01/2024
1642,15154,27/01/2024
1642,15155,12/03/2024
1642,15156,27/02/2024
1642,15157,13/02/2024
1926,15158,01/01/2024
1926,15159,21/02/2024
1926,15160,06/01/2024
1926,15161,20/01/2024
1926,15162,01/01/2024
1926,15163,24/03/2024
1926,15164,18/01/2024
1926,15165,12/03/2024
1926,15166,23/02/2024
1926,15167,01/03/2024
1926,15168,01/01/2024
1926,15169,18/01/2024
1926,15170,15/02/2024
1926,15171,06/01/2024
1926,15172,15/03/2024
1926,15173,29/03/2024
1926,15174,08/01/2024
1926,15175,09/02/2024
1926,15176,10/01/2024
1926,15177,02/02/2024
1926,15178,12/01/2024
1926,15179,24/03/2024
1147,15180,10/02/2024
1147,15181,06/01/2024
1636,15182,12/02/2024
1636,15183,01/01/2024
1636,15184,05/03/2024
1723,15185,17/01/2024
1723,15186,28/03/2024
1723,15187,24/01/2024
1420,15188,06/02/2024
1420,15189,08/01/2024
1420,15190,02/01/2024
1420,15191,14/01/2024
1420,15192,20/02/2024
1420,15193,23/01/2024
1420,15194,10/02/2024
1420,15195,30/01/2024
1307,15196,13/01/2024
1307,15197,14/01/2024
1565,15198,06/01/2024
1080,15199,25/01/2024
1080,15200,14/01/2024
1080,15201,28/02/2024
1080,15202,07/01/2024
1080,15203,06/01/2024
1080,15204,13/01/2024
1080,15205,04/03/2024
1080,15206,22/02/2024
1080,15207,03/02/2024
1080,15208,28/01/2024
1080,15209,15/03/2024
1080,15210,25/01/2024
1080,15211,07/01/2024
1080,15212,09/02/2024
1670,15213,21/01/2024
1670,15214,25/01/2024
1670,15215,10/02/2024
1670,15216,30/01/2024
1670,15217,06/02/2024
1730,15218,08/01/2024
1530,15219,10/01/2024
1530,15220,18/01/2024
1530,15221,05/02/2024
1530,15222,24/02/2024
1530,15223,07/01/2024
1892,15224,11/03/2024
1892,15225,06/01/2024
1892,15226,10/03/2024
1892,15227,18/03/2024
1892,15228,01/03/2024
1892,15229,17/02/2024
1892,15230,28/01/2024
1892,15231,28/01/2024
1892,15232,25/01/2024
1892,15233,07/01/2024
1892,15234,05/03/2024
1892,15235,19/02/2024
1892,15236,15/01/2024
1892,15237,23/03/2024
1194,15238,27/03/2024
1194,15239,30/03/2024
1194,15240,25/03/2024
1194,15241,22/03/2024
1194,15242,28/03/2024
1194,15243,29/03/2024
1194,15244,05/03/2024
1194,15245,15/01/2024
1713,15246,04/02/2024
1713,15247,07/02/2024
1713,15248,17/03/2024
1713,15249,31/03/2024
1713,15250,27/03/2024
1713,15251,27/01/2024
1713,15252,29/01/2024
1713,15253,05/03/2024
1713,15254,27/01/2024
1713,15255,24/03/2024
1713,15256,26/02/2024
1713,15257,25/02/2024
1713,15258,12/03/2024
1713,15259,13/03/2024
1713,15260,23/02/2024
1713,15261,16/03/2024
1713,15262,03/01/2024
1713,15263,12/01/2024
1713,15264,08/03/2024
1713,15265,19/01/2024
1702,15266,01/01/2024
1075,15267,22/03/2024
1075,15268,26/01/2024
1075,15269,12/01/2024
1075,15270,14/02/2024
1075,15271,18/01/2024
1075,15272,04/03/2024
1075,15273,21/02/2024
1075,15274,27/01/2024
1075,15275,03/03/2024
1075,15276,08/02/2024
1075,15277,13/01/2024
1075,15278,10/02/2024
1075,15279,03/02/2024
1075,15280,06/02/2024
1075,15281,28/03/2024
1075,15282,09/03/2024
1075,15283,16/02/2024
1075,15284,15/01/2024
1075,15285,27/02/2024
1075,15286,13/01/2024
1075,15287,02/02/2024
1075,15288,19/03/2024
1075,15289,06/02/2024
1075,15290,19/01/2024
1075,15291,05/01/2024
1075,15292,12/02/2024
1075,15293,17/03/2024
1075,15294,07/03/2024
1075,15295,27/01/2024
1075,15296,24/01/2024
1075,15297,02/03/2024
1075,15298,03/03/2024
1075,15299,17/02/2024
1075,15300,23/02/2024
1075,15301,13/02/2024
1075,15302,09/02/2024
1075,15303,25/03/2024
1075,15304,27/01/2024
1075,15305,15/02/2024
1075,15306,28/02/2024
1075,15307,15/03/2024
1075,15308,16/03/2024
1075,15309,16/02/2024
1075,15310,16/03/2024
1075,15311,31/01/2024
1075,15312,26/01/2024
1075,15313,28/03/2024
1075,15314,11/01/2024
1075,15315,04/01/2024
1075,15316,22/03/2024
1075,15317,28/02/2024
1075,15318,12/01/2024
1056,15319,08/01/2024
1056,15320,20/01/2024
1056,15321,29/01/2024
1107,15322,06/01/2024
1356,15323,14/03/2024
1356,15324,10/03/2024
1356,15325,16/03/2024
1356,15326,27/01/2024
1356,15327,11/03/2024
1356,15328,13/02/2024
1356,15329,28/03/2024
1356,15330,10/03/2024
1356,15331,10/02/2024
1356,15332,16/02/2024
1356,15333,16/01/2024
1356,15334,06/03/2024
1356,15335,19/03/2024
1356,15336,25/01/2024
1356,15337,09/02/2024
1356,15338,12/03/2024
1356,15339,27/02/2024
1356,15340,10/03/2024
1356,15341,20/01/2024
1356,15342,03/01/2024
1356,15343,26/01/2024
1356,15344,11/03/2024
1699,15345,07/01/2024
1699,15346,19/01/2024
1388,15347,24/03/2024
1388,15348,26/01/2024
1388,15349,30/01/2024
1388,15350,26/03/2024
1388,15351,18/03/2024
1388,15352,23/03/2024
1388,15353,26/03/2024
1388,15354,03/02/2024
1388,15355,16/01/2024
1388,15356,03/02/2024
1388,15357,23/03/2024
1388,15358,01/03/2024
1388,15359,24/01/2024
1388,15360,18/03/2024
1388,15361,27/01/2024
1388,15362,28/02/2024
1388,15363,27/03/2024
1388,15364,03/03/2024
1388,15365,29/03/2024
1388,15366,19/01/2024
1388,15367,28/02/2024
1388,15368,06/03/2024
1388,15369,20/01/2024
1388,15370,27/01/2024
1388,15371,21/02/2024
1388,15372,31/01/2024
1388,15373,28/01/2024
1388,15374,23/03/2024
1388,15375,19/02/2024
1388,15376,21/01/2024
1388,15377,19/01/2024
1388,15378,17/02/2024
1388,15379,07/03/2024
1388,15380,28/03/2024
1388,15381,24/01/2024
1388,15382,01/03/2024
1388,15383,02/01/2024
1388,15384,01/03/2024
1388,15385,09/03/2024
1388,15386,23/02/2024
1388,15387,31/03/2024
1388,15388,17/01/2024
1388,15389,29/01/2024
1388,15390,27/02/2024
1388,15391,04/03/2024
